Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
1159,Zrad,Dhodh,Dhodh Shire,Staglenia,Kingdom of Staglenia,Uruk (Orkish),Uruk (Orkish) Pantheon,town,5202,267.31,16.48,55.71,-28.67,52,36°F,Anchorage (Alaska),,,,,,,,{t1:or;charges:[{charge:monk;t:azure;p:abcpqh;size:0.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Zrad&population=5202&size=24&seed=5642600451159&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1160,Yamama,Ayalepeli,Ayalepeli County,Sarprakeli,Sarprakelian Khaganate,Rohand (Human),Rohand (Human) Faith,village,1199,1136.75,400.31,32.56,23.79,210,61°F,Dubrovnik (Croatia),,,,,,,,{t1:gules;division:{division:perPale;t:argent;line:straight};charges:[{charge:drakkar;t:or;p:p;t2:or;t3:or;size:0.7};{charge:armillarySphere;t:sable;p:q;size:0.7}];shield:round},https://watabou.github.io/village-generator/?pop=1199&name=Yamama&seed=5642600451160&width=1400&height=683&style=default&tags=confluence%2Chighway%2Cno+square%2Cdense
1161,Mistin,Mistin,Mistin County,Toza,Tozan Empire,Yotunn (Giants),Neverchism,town,6923,316.98,530.75,24.69,-25.67,1184,64°F,Barcelona (Spain),,,,,plaza,,,{t1:argent;charges:[{charge:arbalest2;t:gules;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Mistin&population=6923&size=27&seed=5642600451161&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1162,Miradab,Nelka,Nelka Barony,Onimydrait,Kingdom of Onimydrait,Yotunn (Giants),Witnesses of Elloragh,town,3628,1337.45,735.37,12.35,35.9,840,75°F,Dakar (Senegal),,,,,,,,{t1:pally-argent-gules;ordinaries:[{ordinary:cross;t:vert;line:straight}];charges:[{charge:mullet4;t:purpure;p:acgi;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Miradab&population=3628&size=21&seed=5642600451162&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1163,Mightmore,Suirx,Suirx Province,Pudrock,Republic of Pudrock,Anor (Human),Arcanum of the Forefather of Love,village,1084,248.82,224.72,43.15,-29.79,1890,43°F,Stockholm (Sweden),,,citadel,,,,,{t1:chequy-argent-gules;division:{division:perFess;t:sable;line:straight};ordinaries:[{ordinary:fessCotissed;t:azure;line:straight}];shield:fantasy5},https://watabou.github.io/village-generator/?pop=1084&name=Mightmore&seed=5642600451163&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
1164,Bayli,Albelen,Albelen Shire,Yaryurt,Yaryurt Horde,Rohand (Human),Neverchism,town,8457,634.83,273.92,40.18,-6.5,738,52°F,Antwerp (Belgium),,,,,,,,{t1:purpure;charges:[{charge:bell;t:argent;p:e;t2:argent;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Bayli&population=8457&size=29&seed=5642600451164&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1165,Ganegebuch,Guleddam,Guleddam Earldom,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,town,3773,1086.81,739.02,12.13,20.77,4738,64°F,Barcelona (Spain),,,,,,,,{t1:or;division:{division:perPale;t:azure;line:arched};charges:[{charge:anchor;t:gules;p:p;size:0.7};{charge:porcupine;t:argent;p:q;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Ganegebuch&population=3773&size=21&seed=5642600451165&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1166,Oldsha,Nelka,Nelka Barony,Onimydrait,Kingdom of Onimydrait,Yotunn (Giants),Witnesses of Elloragh,village,1386,1316.67,763.47,10.66,34.64,738,79°F,Jakarta (Indonesia),,,,,,,,{t1:argent;division:{division:perCross;t:purpure;line:straight};charges:[{charge:chain;t:vert;p:e;divided:counter;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=1386&name=Oldsha&seed=5642600451166&width=1400&height=683&style=default&tags=river%2Cdead+end%2Cno+square%2Cdense
1167,Bearwood,Earthbouria,Earthbouria County,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,town,8182,368.64,135.98,48.5,-22.56,397,43°F,Stockholm (Sweden),,,,,,,,{t1:gules;division:{division:perPale;t:argent;line:arched};charges:[{charge:crossHummetty;t:or;p:p;size:0.7};{charge:plough;t:gules;p:q;size:0.7}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Bearwood&population=8182&size=29&seed=5642600451167&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1168,Theodzah,Guleddam,Guleddam Earldom,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,village,1403,1107.93,702.1,14.36,22.05,2392,68°F,Alexandria (Egypt),,,,walls,,,,{t1:gules;division:{division:perFess;t:argent;line:wavy};ordinaries:[{ordinary:pall;t:or;divided:counter}];shield:pavise},https://watabou.github.io/village-generator/?pop=1403&name=Theodzah&seed=5642600451168&width=1400&height=683&style=default&tags=river%2Cisolated%2Cno+square%2Cpalisade%2Cdense
1169,Brersha,Shat,Shat Seneschalty,Vuyurt,Vuyurt Khaganate,Yotunn (Giants),Witnesses of Elloragh,village,1344,1019.93,550.19,23.52,16.74,210,72°F,Guangzhou (China),,,,walls,,,,{t1:argent;charges:[{charge:maces;t:sable;p:e;t2:sable;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=1344&name=Brersha&seed=5642600451169&width=1400&height=683&style=default&tags=dead+end%2Cno+square%2Cpalisade%2Cdense
1170,Eranabun,Sadam,Sadam Margrave,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,3610,379.65,693.04,14.9,-21.89,1447,72°F,Guangzhou (China),,,,,,,,{t1:purpure;ordinaries:[{ordinary:canton;t:argent}];charges:[{charge:crossMaltese;t:azure;p:y;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Eranabun&population=3610&size=21&seed=5642600451170&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1171,Sarandhar,Vultimiven,Vultimiven County,Sarprakeli,Sarprakelian Khaganate,Rake (Drakonic),Rake (Drakonic) Deities,village,768,1162.08,191.96,45.12,25.32,948,43°F,Stockholm (Sweden),,,,,,,,{t1:gules;ordinaries:[{ordinary:pileInBendSinister;t:or}];charges:[{charge:cannon;t:gules;p:em;t2:gules;size:0.5}];shield:fantasy2},https://watabou.github.io/village-generator/?pop=768&name=Sarandhar&seed=5642600451171&width=1000&height=488&style=default&tags=highway%2Cuncultivated%2Cno+square%2Cdense
1172,Zabilndus,Nunulbi,Nunulbi Dependency,Toza,Tozan Empire,Khazadur (Dwarven),Neverchism,town,2310,251.54,633.96,18.47,-29.62,6644,52°F,Antwerp (Belgium),,,,,,,,{t1:or;division:{division:perChevron;t:sable;line:potenty};charges:[{charge:raven;t:sable;p:jlh;t2:sable;size:0.7}];shield:erebor},https://watabou.github.io/city-generator/?name=Zabilndus&population=2310&size=18&seed=5642600451172&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1173,Naragz,Naragz,Naragz Margrave,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,city,12320,527.44,574.5,22.05,-12.98,13,72°F,Guangzhou (China),,,,walls,,,,{t1:argent;charges:[{charge:dragonRampant;t:gules;p:e;t2:gules;t3:gules;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Naragz&population=12320&size=33&seed=5642600451173&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
1174,Batshargalai,Tsayangor,Tsayangor County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Monkhan Sect,village,1427,1301.55,89.78,51.29,33.73,52,41°F,Harbin (China),,port,,,,,,{t1:sable;ordinaries:[{ordinary:saltire;t:argent;line:straight}];charges:[{charge:crossHummetty;t:gules;p:e;size:0.7}];shield:easterling},https://watabou.github.io/village-generator/?pop=1427&name=Batshargalai&seed=5642600451174&width=1400&height=683&style=snow&tags=coast%2Chighway%2Cno+square%2Cdense
1175,Devrekdi,Devri,Devri Landgrave,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,village,1128,755.6,181.02,45.78,0.79,472,45°F,Montreal (Canada),,,,,,,,{t1:argent;ordinaries:[{ordinary:bordure;t:purpure}];charges:[{charge:roundel2;t:argent;p:ABCDEFGHIJKL;t2:argent;t3:argent;size:0.18};{charge:anvil;t:purpure;p:e;size:1.1}];shield:round},https://watabou.github.io/village-generator/?pop=1128&name=Devrekdi&seed=5642600451175&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
1176,Vrazogh,Dhul,Dhul County,Vuyurt,Vuyurt Khaganate,Uruk (Orkish),Uruk (Orkish) Pantheon,town,4548,948.09,60.57,53.05,12.4,738,37°F,Tromsø (Norway),,,,,,,,{t1:gules;charges:[{charge:wheatStalk;t:argent;p:e;t2:argent;size:1.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Vrazogh&population=4548&size=23&seed=5642600451176&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1177,Ugmod,Lulgor,Lulgor County,Staglenia,Kingdom of Staglenia,Uruk (Orkish),Neverchism,village,1497,483.12,143.26,48.06,-15.65,1063,39°F,Reykjavik (Iceland),,,citadel,,,,,{t1:purpure;ordinaries:[{ordinary:bendSinister;t:argent;line:barby}];charges:[{charge:hook;t:sable;p:e;size:0.7}];shield:urukHai},https://watabou.github.io/village-generator/?pop=1497&name=Ugmod&seed=5642600451177&width=1400&height=683&style=snow&tags=river%2Cdead+end%2Cfarmland%2Cno+square%2Cdense
1178,Uron,Dhez,Dhez Shire,Bocyurt,Beylik of Bocyurt,Uruk (Orkish),Neverchism,village,980,636.94,169.87,46.46,-6.37,2218,41°F,Harbin (China),,,,,,,,{t1:azure;charges:[{charge:mapleLeaf;t:argent;p:beh;size:0.5}];shield:urukHai},https://watabou.github.io/village-generator/?pop=980&name=Uron&seed=5642600451178&width=1000&height=488&style=snow&tags=dead+end%2Cno+square%2Cdense
1179,Bayan,Khayan,Khayan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,village,1033,1178.58,317.34,37.56,26.31,210,55°F,Milan (Italy),,,,,,,,{t1:purpure;charges:[{charge:anvil;t:argent;p:e;size:1.5}];shield:easterling},https://watabou.github.io/village-generator/?pop=1033&name=Bayan&seed=5642600451179&width=1400&height=683&style=default&tags=river%2Chighway%2Cno+square%2Cdense
1180,Croi,Croi,Croi County,Staglenia,Kingdom of Staglenia,Kobold (Goblin),Neverchism,city,14848,238.89,122.82,49.29,-30.39,840,39°F,Reykjavik (Iceland),,,,walls,plaza,,,{t1:azure;charges:[{charge:anvil;t:or;p:e;size:1.5}];shield:moriaOrc},https://watabou.github.io/city-generator/?name=Croi&population=14848&size=36&seed=5642600451180&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&style=natural
1181,Ordem Teke,Alkan,Alkan County,Vuyurt,Vuyurt Khaganate,Rohand (Human),Witnesses of Elloragh,town,4218,859.54,127.55,49.01,7.06,397,41°F,Harbin (China),,,,,,,,{t1:argent;division:{division:perBendSinister;t:gules;line:wavy};charges:[{charge:roundel;t:azure;p:j;size:0.7};{charge:log;t:argent;p:o;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Ordem+Teke&population=4218&size=22&seed=5642600451181&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1182,Nathella,Nathella,Nathella County,Onimydrait,Kingdom of Onimydrait,Eldar (Elfish),Witnesses of Elloragh,town,7310,1369.35,618.78,19.38,37.82,7878,46°F,Prague (Czechia),,,citadel,,,,,{t1:argent;division:{division:perBend;t:azure;line:nowy};charges:[{charge:bearRampant;t:vert;p:e;t2:vert;t3:gules;size:1.5}];shield:noldor},https://watabou.github.io/city-generator/?name=Nathella&population=7310&size=27&seed=5642600451182&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1183,Yerenbey,Kayli,Kayli County,Sarprakeli,Sarprakelian Khaganate,Rohand (Human),Rohand (Human) Faith,village,1071,1174.88,423.92,31.13,26.09,397,61°F,Dubrovnik (Croatia),,,,,,,,{t1:azure;charges:[{charge:sagittarius;t:argent;p:jln;t2:or;t3:argent;size:0.7}];shield:round},https://watabou.github.io/village-generator/?pop=1071&name=Yerenbey&seed=5642600451183&width=1400&height=683&style=default&tags=river%2Cdead+end%2Cfarmland%2Cno+square%2Cdense
1184,Hargara,Gorkangi,Gorkangi County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,8777,501.4,533.76,24.51,-14.55,210,70°F,Tegucigalpa (Honduras),,,,walls,,,,{t1:azure;division:{division:perFess;t:or;line:straight};charges:[{charge:garb;t:or;p:k;t2:or;size:0.7};{charge:snake;t:purpure;p:n;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Hargara&population=8777&size=29&seed=5642600451184&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
1185,Imyheluma,Thyvenath,Thyvenath Barony,Onimydrait,Kingdom of Onimydrait,Eldar (Elfish),Witnesses of Elloragh,village,1021,1310.98,679.73,15.71,34.3,3573,66°F,Marrakesh (Morocco),,,citadel,,,,,{t1:argent;ordinaries:[{ordinary:fessCotissed;t:azure;line:raguly}];charges:[{charge:key;t:argent;p:def;size:0.5}];shield:noldor},https://watabou.github.io/village-generator/?pop=1021&name=Imyheluma&seed=5642600451185&width=1400&height=683&style=default&tags=dead+end%2Cno+square%2Cdense
1186,Burtho,Gorkangi,Gorkangi County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,4234,506.68,526.44,24.95,-14.23,210,70°F,Tegucigalpa (Honduras),,,,,,,,{t1:azure;ordinaries:[{ordinary:point;t:or}];charges:[{charge:mascle;t:or;p:bdf;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Burtho&population=4234&size=22&seed=5642600451186&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1187,Broluch,Gagzund,Gagzund Landgrave,Onimydrait,Kingdom of Onimydrait,Yotunn (Giants),Witnesses of Elloragh,village,509,1075.46,648.99,17.56,20.09,840,73°F,Rio de Janeiro (Brazil),,,,,,,,{t1:purpure;division:{division:perCross;t:argent;line:straight};ordinaries:[{ordinary:point;t:or}];charges:[{charge:castle;t:or;p:bdf;t2:or;size:0.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=509&name=Broluch&seed=5642600451187&width=1000&height=488&style=default&tags=river%2Cdead+end%2Cfarmland%2Cno+square%2Cdense
1188,Morndine,Toza,Toza County,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,village,1078,789.47,737.85,12.2,2.83,5788,57°F,Washington (D.C.),,,,,,,,{t1:azure;division:{division:perFess;t:argent;line:straight};charges:[{charge:bridge;t:or;p:e;divided:counter;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=1078&name=Morndine&seed=5642600451188&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
1189,Oldshel,Nelka,Nelka Barony,Onimydrait,Kingdom of Onimydrait,Yotunn (Giants),Witnesses of Elloragh,village,637,1291.94,735.99,12.31,33.15,1890,73°F,Rio de Janeiro (Brazil),,,,,,,,{t1:gules;division:{division:perPale;t:argent;line:nowyReversed};charges:[{charge:crescent;t:or;p:e;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=637&name=Oldshel&seed=5642600451189&width=1000&height=488&style=default&tags=highway%2Cno+square%2Cdense
1190,Burthiz,Yudzirkin,Yudzirkin County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,village,827,672,624.8,19.02,-4.25,643,73°F,Rio de Janeiro (Brazil),,,,,plaza,,,{t1:vert;division:{division:chevronny;t:or};charges:[{charge:lymphad;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=827&name=Burthiz&seed=5642600451190&width=1000&height=488&style=default&tags=highway%2Cdense
1191,Crowgrose,Yelkanyurt,Yelkanyurt Shire,Yaryurt,Yaryurt Horde,Dail (Human),Neverchism,town,7956,552.27,226.95,43.01,-11.48,738,46°F,Prague (Czechia),,,citadel,,,,,{t1:gules;division:{division:perPale;t:or;line:firTrees};charges:[{charge:fleurDeLis;t:argent;p:e;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Crowgrose&population=7956&size=28&seed=5642600451191&river=1&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1192,Marbiz,Nardis,Nardis County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,7207,642.95,709.91,13.89,-6.01,554,77°F,Miami (USA),,,,,,,,{t1:azure;division:{division:perBend;t:argent;line:straight};ordinaries:[{ordinary:pall;t:or}];shield:pavise},https://watabou.github.io/city-generator/?name=Marbiz&population=7207&size=27&seed=5642600451192&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1193,Rurkin,Banaragz,Banaragz County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,5035,460.82,582.99,21.54,-17,554,72°F,Guangzhou (China),,,citadel,,,,,{t1:or;ordinaries:[{ordinary:pale;t:gules;line:arched}];shield:pavise},https://watabou.github.io/city-generator/?name=Rurkin&population=5035&size=24&seed=5642600451193&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1194,Eeblinqi,Siqeisha,Siqeisha Province,Pudrock,Republic of Pudrock,Kobold (Goblin),Neverchism,village,1487,190.04,329.24,36.84,-33.33,3573,39°F,Reykjavik (Iceland),,,,,,,,{t1:bendySinister-sable-argent;division:{division:perSaltire;t:or};ordinaries:[{ordinary:pileInBend;t:purpure}];shield:moriaOrc},https://watabou.github.io/village-generator/?pop=1487&name=Eeblinqi&seed=5642600451194&width=1400&height=683&style=snow&tags=confluence%2Chighway%2Cuncultivated%2Cno+square%2Cdense
1195,Karrord,Irdud,Irdud County,Staglenia,Kingdom of Staglenia,Uruk (Orkish),Neverchism,village,928,560.87,183.14,45.65,-10.96,1736,39°F,Reykjavik (Iceland),,,,walls,,,,{t1:purpure;charges:[{charge:catPassantGuardant;t:argent;p:e;t2:argent;size:1.5}];shield:urukHai},https://watabou.github.io/village-generator/?pop=928&name=Karrord&seed=5642600451195&width=1000&height=488&style=snow&tags=isolated%2Cno+square%2Cpalisade%2Cdense
1196,Tsogtsayan,Ergontal,Ergontal County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Monkhan Sect,village,953,1462.86,168.57,46.53,43.46,472,45°F,Montreal (Canada),,,,,,,,{t1:or;ordinaries:[{ordinary:orle;t:azure}];charges:[{charge:horseshoe;t:gules;p:jleh;size:0.5}];shield:easterling},https://watabou.github.io/village-generator/?pop=953&name=Tsogtsayan&seed=5642600451196&width=1000&height=488&style=default&tags=isolated%2Cno+square%2Cdense
1197,Rudri,Brol,Brol County,Vuyurt,Vuyurt Khaganate,Uruk (Orkish),Neverchism,town,3353,766.94,135.63,48.52,1.47,948,41°F,Harbin (China),,,,,,,,{t1:argent;division:{division:perBend;t:gules;line:straight};ordinaries:[{ordinary:pileInBend;t:purpure;divided:counter}];shield:urukHai},https://watabou.github.io/city-generator/?name=Rudri&population=3353&size=20&seed=5642600451197&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1198,Yazsu,Ser Eli,Ser Eli Department,Sazyurt,Republic of Sazyurt,Rohand (Human),Witnesses of Elloragh,town,5656,1013.97,196.64,44.84,16.38,210,48°F,Copenhagen (Denmark),,,,,,,,{t1:sable;charges:[{charge:eagle;t:argent;p:jlh;t2:argent;t3:or;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Yazsu&population=5656&size=25&seed=5642600451198&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1199,Yulayada,Duleli,Duleli Shire,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,village,1137,633.75,213.17,43.84,-6.56,1890,41°F,Harbin (China),,,,,,,,{t1:argent;charges:[{charge:grapeBunch2;t:gules;p:e;t2:gules;t3:sable;size:1.5}];shield:round},https://watabou.github.io/village-generator/?pop=1137&name=Yulayada&seed=5642600451199&width=1400&height=683&style=snow&tags=highway%2Cno+square%2Cdense
1200,Ordesondu,Sumnolinbia,Sumnolinbia County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Monkhan Sect,town,3172,1267.85,152.03,47.53,31.7,738,43°F,Stockholm (Sweden),,,,,,,,{t1:argent;division:{division:perCross;t:gules;line:straight};charges:[{charge:crossTriquetra;t:purpure;p:e;size:1.5}];shield:easterling},https://watabou.github.io/city-generator/?name=Ordesondu&population=3172&size=20&seed=5642600451200&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1201,Boulpasshi,Boulpasshi,Boulpasshi Tribe,Grirongria,Duchy of Grirongria,Dail (Human),Arcanum of the Forefather of Love,village,1289,370.21,294.52,38.94,-22.46,210,54°F,Paris (France),,,,,,,,{t1:bendy-or-sable;charges:[{charge:attire;t:gules;p:e;size:1.5}];shield:roman},https://watabou.github.io/village-generator/?pop=1289&name=Boulpasshi&seed=5642600451201&width=1400&height=683&style=default&tags=estuary%2Cisolated%2Cno+square%2Cdense
1202,Yaya,Uluyurt,Uluyurt Department,Sazyurt,Republic of Sazyurt,Rohand (Human),Witnesses of Elloragh,town,3802,969.24,183.55,45.63,13.68,210,46°F,Prague (Czechia),,,,,,,,{t1:argent;ordinaries:[{ordinary:canton;t:gules}];charges:[{charge:bullPassant;t:or;p:y;t2:or;t3:or;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Yaya&population=3802&size=21&seed=5642600451202&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1203,Yekepe,Kobasikyurt,Kobasikyurt Province,Sazyurt,Republic of Sazyurt,Rohand (Human),Witnesses of Elloragh,town,9520,1034.48,186.51,45.45,17.62,210,46°F,Prague (Czechia),,,,,,,,{t1:argent;division:{division:perChevron;t:gules;line:straight};charges:[{charge:hourglass;t:vert;p:bdefh;t2:vert;t3:vert;divided:counter;size:0.4}];shield:round},https://watabou.github.io/city-generator/?name=Yekepe&population=9520&size=30&seed=5642600451203&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1204,Snowden,Castglen,Castglen County,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,village,1015,356.83,218.5,43.52,-23.27,210,50°F,London (England),,,,walls,,,,{t1:argent;ordinaries:[{ordinary:crossParted;t:gules;line:straight}];charges:[{charge:castle;t:argent;p:e;t2:purpure;size:1.5}];shield:fantasy5},https://watabou.github.io/village-generator/?pop=1015&name=Snowden&seed=5642600451204&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cpalisade%2Cdense
1205,Azolu,Aslangur,Aslangur Shire,Yaryurt,Yaryurt Horde,Rohand (Human),Neverchism,town,3168,618.88,292.57,39.06,-7.46,554,52°F,Antwerp (Belgium),,,,,,,,{t1:purpure;charges:[{charge:key;t:or;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Azolu&population=3168&size=20&seed=5642600451205&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1206,Bozdemir,Bozdemir,Bozdemir County,Ayazbeyurt,Ayazbeyurt Horde,Rohand (Human),Neverchism,city,14597,410.1,465.75,28.61,-20.06,210,64°F,Barcelona (Spain),,,,walls,plaza,,,{t1:azure;division:{division:perCross;t:or;line:embattledGhibellin};charges:[{charge:lionHeadCaboshed;t:argent;p:j;t2:argent;size:0.6};{charge:bullHeadCaboshed;t:vert;p:l;size:0.6};{charge:eagle;t:azure;p:m;size:0.6};{charge:wolfStatant;t:argent;p:o;size:0.6}];shield:round},https://watabou.github.io/city-generator/?name=Bozdemir&population=14597&size=36&seed=5642600451206&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&style=natural
1207,Bararnan,Sigfast,Sigfast County,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,village,882,717.13,561.45,22.84,-1.53,210,72°F,Guangzhou (China),,,,,,,,{t1:azure;charges:[{charge:cavalier;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=882&name=Bararnan&seed=5642600451207&width=1000&height=488&style=default&tags=highway%2Cno+square%2Cdense
1208,Ardemeade,Picefove,Picefove Margrave,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,town,2392,406.68,228.26,42.93,-20.26,210,50°F,London (England),,,,,,,,{t1:lozengy-sable-or;charges:[{charge:fleurDeLis;t:argent;p:e;size:1.5}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Ardemeade&population=2392&size=18&seed=5642600451208&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1209,Aledienev,Buyurt,Buyurt County,Ortarith,Duchy of Ortarith,Rohand (Human),Witnesses of Elloragh,town,8342,1120.01,466.56,28.56,22.78,397,63°F,Lisbon (Portugal),,,,,,,,{t1:argent;charges:[{charge:crossLatin;t:vert;p:abcpqh;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Aledienev&population=8342&size=29&seed=5642600451209&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1210,Sulkeg,Srokzund,Srokzund County,Toza,Tozan Empire,Yotunn (Giants),Neverchism,village,916,281.67,503.54,26.33,-27.8,2051,61°F,Dubrovnik (Croatia),,,,,,,,{t1:azure;division:{division:perPale;t:argent;line:straight};charges:[{charge:grapeBunch2;t:or;p:e;t2:or;t3:or;divided:counter;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=916&name=Sulkeg&seed=5642600451210&width=1000&height=488&style=default&tags=dead+end%2Cno+square%2Cdense
